x_m,y_m,w_tr_right_m,w_tr_left_m,s_m,heading_rad,curvature_radpm
156.716918,872.337738,6.45,6.494,1369.4280871171836,2.790707609987881,-0.029273320879840217
152.18805,874.378872,6.442,6.47,1374.395669362842,2.6240249906041386,-0.036928878846772054
148.013743,877.292774,6.386,6.417,1379.486412314107,2.440308228148573,-0.0357902247733453
144.414806,880.943271,6.247,6.428,1384.6126659048862,2.2543553530510074,-0.03765201974465754
141.632493,885.126712,5.834,6.887,1389.636851832024,2.0489326021226875,-0.04493947654444949
139.908061,889.63945,6.262,7.18,1394.467842411529,1.8043198915433263,-0.05614761103894017
139.453563,894.287146,6.477,7.133,1399.1377082062195,1.545286904169103,-0.05169951328033794
140.14644,898.982166,6.543,6.882,1403.8835791839779,1.3416174155446194,-0.033315722735677435
141.650532,903.704984,6.566,6.828,1408.8401205795064,1.2181452513500453,-0.017284888384255077
143.626223,908.43718,6.587,6.786,1413.9681839478646,1.1630176758174071,-0.004747059771038687
145.735206,913.160406,6.607,6.744,1419.1408692409561,1.1575084303517331,0.002602667194229584
147.75984,917.862916,6.627,6.702,1424.2607074350847,1.1711626189123605,0.002732184598952904
149.698815,922.544805,6.648,6.66,1429.3282224729455,1.183325773879567,0.0020571527131773436
151.573335,927.207401,6.668,6.619,1434.3535211396534,1.191874816516322,0.0013366509483779326
153.404605,931.85203,6.689,6.577,1439.3461285106112,1.1966797198354355,0.0005821466625684319
155.213827,936.48002,6.709,6.535,1444.315190362247,1.197650216624364,-0.00019486084191813795
157.022206,941.092697,6.73,6.493,1449.2696856659052,1.1947365960805014,-0.0009818136962527328
158.850945,945.691388,6.75,6.451,1454.2186497235239,1.1879314400027856,-0.0017658647428490705
160.721248,950.277422,6.771,6.409,1459.1714005915735,1.1773891214614822,-0.002485905888699821
162.653152,954.852374,6.791,6.367,1464.1375297549682,1.1662418529115266,-0.002002959080967623
164.637583,959.424057,6.812,6.325,1469.1213286921495,1.1605159011805646,-0.0003010339550959814
166.635008,964.00681,6.832,6.283,1474.1204617859603,1.1633536916331537,0.00143183377293718
168.604459,968.615276,6.852,6.241,1479.1321178111236,1.174831509529809,0.003145476317633822
170.50497,973.2641,6.873,6.199,1484.15441874238,1.194902101668911,0.004843196596230675
172.295574,977.967928,6.893,6.157,1489.1875351267288,1.2235132895332277,0.0065176625720611454
173.935304,982.741403,6.914,6.115,1494.2347896327474,1.2605639151640078,0.008146197209551299
